City,State,County,Region,Division,Latitude,Longitude,Population,Asian,White,Black,Indian,Hispanic,Hawaiian,Other,Females,Males,Median_age,Median_female_age,Median_male_age,Households,Persons_per_household,Household_income
Eldon,Missouri,Miller,Midwest,West North Central,38.324804,-92.550039,11626,49,11336,96,167,146,29,65,5862,5689,40.4,42.0,38.9,4698,2.44,30559.0
Eldridge,Missouri,Dallas,Midwest,West North Central,37.821944,-92.739923,1063,14,989,4,21,8,0,6,489,522,44.2,44.9,43.3,408,2.48,24167.0
Elk Creek,Missouri,Texas,Midwest,West North Central,37.185599,-91.925037,501,0,475,0,23,4,0,1,243,249,50.4,51.1,50.1,212,2.32,21719.0
Elkland,Missouri,Dallas,Midwest,West North Central,37.436298,-93.017711,2798,23,2716,12,48,34,1,12,1333,1426,41.0,41.5,40.2,1077,2.56,31060.0
Ellington,Missouri,Reynolds,Midwest,West North Central,37.242794,-90.955348,2553,5,2896,9,45,31,3,4,1478,1442,43.2,43.7,42.4,1194,2.42,26888.0
Ellsinore,Missouri,Butler,Midwest,West North Central,36.962065,-90.706344,2693,13,2890,14,40,31,1,0,1487,1435,38.1,38.2,38.1,1131,2.58,25917.0
Elmer,Missouri,Macon,Midwest,West North Central,39.954911,-92.66692,234,0,280,3,4,4,0,2,132,151,49.3,49.2,49.5,117,2.42,25368.0
Elmo,Missouri,Nodaway,Midwest,West North Central,40.506376,-95.108836,237,1,310,0,4,1,0,0,150,162,42.5,43.5,40.5,134,2.33,29583.0
Elsberry,Missouri,Lincoln,Midwest,West North Central,39.165668,-90.835705,4605,10,4344,148,92,104,1,64,2340,2206,39.9,40.4,39.5,1730,2.57,33297.0
Emden,Missouri,Marion,Midwest,West North Central,39.825312,-91.873114,169,0,127,0,3,1,0,0,61,66,48.5,48.2,51.0,54,2.35,37292.0
Eminence,Missouri,Shannon,Midwest,West North Central,37.17285,-91.452704,743,1,1616,2,50,15,0,8,826,808,46.3,46.6,45.9,694,2.31,23000.0
Emma,Missouri,Lafayette,Midwest,West North Central,38.97411,-93.494714,227,0,227,2,2,4,0,0,108,119,43.2,45.5,40.8,93,2.44,35000.0
Eolia,Missouri,Lincoln,Midwest,West North Central,39.218028,-91.031516,1594,2,1597,46,19,21,0,14,833,830,38.0,38.6,37.6,618,2.68,38889.0
Essex,Missouri,Stoddard,Midwest,West North Central,36.818426,-89.798945,976,0,1448,107,7,11,0,7,740,814,43.1,45.5,41.7,624,2.41,29236.0
Ethel,Missouri,Macon,Midwest,West North Central,39.927205,-92.76817,212,0,205,0,8,1,0,0,98,108,55.7,55.2,57.3,96,2.15,23500.0
Eugene,Missouri,Cole,Midwest,West North Central,38.345542,-92.361675,1605,4,1779,4,9,16,1,2,881,911,38.0,38.0,37.9,656,2.73,41563.0
Eunice,Missouri,Texas,Midwest,West North Central,37.259387,-91.793594,90,1,100,1,7,0,0,0,53,49,50.3,47.8,51.8,43,2.37,33125.0
Eureka,Missouri,Jefferson,Midwest,West North Central,38.484194,-90.605708,14564,296,13451,134,116,292,13,87,6944,6910,39.4,39.9,38.8,4856,2.81,73158.0
Everton,Missouri,Dade,Midwest,West North Central,37.323474,-93.708939,1936,5,2019,11,75,20,2,2,1007,1039,44.7,45.4,43.8,825,2.48,33864.0
Ewing,Missouri,Lewis,Midwest,West North Central,39.96431,-91.723958,1205,8,1370,13,14,43,0,25,697,710,43.0,43.4,42.8,575,2.45,31890.0
Excello,Missouri,Macon,Midwest,West North Central,39.650046,-92.46001,578,0,609,4,3,5,0,2,300,316,44.2,44.0,44.5,251,2.45,29609.0
Excelsior Springs,Missouri,Clay,Midwest,West North Central,39.321207,-94.220368,15876,109,15545,495,252,460,19,156,8248,7982,39.2,40.5,37.7,6209,2.52,42163.0
Exeter,Missouri,Barry,Midwest,West North Central,36.687934,-93.985708,1970,92,2205,21,40,75,2,36,1165,1182,37.9,38.9,36.9,898,2.61,27121.0
Fair Grove,Missouri,Dallas,Midwest,West North Central,37.386979,-93.174101,5309,32,5531,37,92,58,0,18,2795,2819,41.0,41.1,40.9,2134,2.63,38125.0
Fair Play,Missouri,Cedar,Midwest,West North Central,37.625318,-93.632328,1601,1,1574,2,34,15,0,7,779,814,47.0,47.9,46.1,669,2.38,24935.0
Fairdealing,Missouri,Ripley,Midwest,West North Central,36.678526,-90.661065,1433,2,1404,6,28,11,0,6,727,703,41.8,42.2,41.4,558,2.56,24142.0
Fairfax,Missouri,Atchison,Midwest,West North Central,40.343554,-95.419538,850,4,1110,5,3,4,0,0,549,568,47.9,47.9,47.9,489,2.28,31974.0
Fairview,Missouri,Barry,Midwest,West North Central,36.79083,-94.106395,845,87,697,9,22,38,0,28,413,416,36.9,37.7,36.5,306,2.71,28125.0
Falcon,Missouri,Laclede,Midwest,West North Central,37.555954,-92.382992,1028,12,907,2,17,23,2,1,444,479,47.5,48.0,47.1,370,2.49,26780.0
Farber,Missouri,Audrain,Midwest,West North Central,39.271996,-91.589659,273,3,382,17,3,2,2,2,198,195,47.3,49.8,42.9,183,2.15,37625.0
Farmington,Missouri,Adair,Midwest,West North Central,37.747435,-90.363484,23443,197,24786,1318,220,340,16,95,12030,14305,39.5,41.7,38.1,9509,2.38,32371.0
Farrar,Missouri,Perry,Midwest,West North Central,37.7021,-89.6925,44,0,65,0,0,0,0,0,27,38,35.3,38.5,30.5,22,2.95,0.0
Faucett,Missouri,Buchanan,Midwest,West North Central,39.609088,-94.793563,1024,1,1089,10,16,20,1,3,543,561,45.0,44.7,45.3,432,2.56,44643.0
Fayette,Missouri,Howard,Midwest,West North Central,39.12117,-92.662141,3940,30,4175,437,27,81,5,31,2343,2276,34.4,36.6,31.9,1714,2.33,32138.0
Fenton,Missouri,Jefferson,Midwest,West North Central,38.499952,-90.460954,45262,1192,42466,536,291,866,38,309,22405,21719,19.3,19.7,18.85,16539,1.325,27689.0
Festus,Missouri,Jefferson,Midwest,West North Central,38.128808,-90.394541,26682,217,25621,670,253,303,23,96,13437,12976,39.0,40.4,37.4,10034,2.59,42088.0
Fillmore,Missouri,Andrew,Midwest,West North Central,40.03042,-94.983972,389,0,449,1,11,0,0,0,210,241,37.5,37.5,37.5,178,2.53,36250.0
Fisk,Missouri,Butler,Midwest,West North Central,36.79051,-90.227036,1122,5,1376,18,13,4,2,4,713,680,45.9,47.9,44.7,608,2.29,26188.0
Flemington,Missouri,Hickory,Midwest,West North Central,37.773433,-93.450698,1576,5,1498,8,16,20,1,6,757,763,52.0,52.4,51.7,648,2.35,28472.0
Fletcher,Missouri,Jefferson,Midwest,West North Central,38.144218,-90.737562,247,0,404,2,0,5,0,4,190,217,38.6,38.8,38.3,155,2.63,30417.0
Florence,Missouri,Morgan,Midwest,West North Central,38.605361,-92.981051,533,3,479,2,17,10,0,8,251,243,42.1,41.5,42.3,184,2.68,32500.0
Florissant,Missouri,Saint Louis,Midwest,West North Central,38.814192,-90.372886,108529,1608,59500,48724,811,1887,103,848,58092,50881,30.45,31.6,28.88,42623,1.9175,42138.25
Foley,Missouri,Lincoln,Midwest,West North Central,39.068791,-90.780048,2939,21,3013,64,38,68,3,13,1511,1567,38.2,38.1,38.4,1121,2.75,40543.0
Fordland,Missouri,Christian,Midwest,West North Central,37.103798,-92.935404,3151,15,3868,240,79,61,2,24,1757,2400,38.8,40.6,37.9,1356,2.6,33333.0
Forest City,Missouri,Holt,Midwest,West North Central,39.989894,-95.231744,337,2,433,1,9,6,0,6,211,235,46.4,47.5,45.4,198,2.25,31875.0
Foristell,Missouri,Lincoln,Midwest,West North Central,38.777648,-90.936785,6607,69,5840,150,50,103,3,47,2990,3069,43.0,43.1,42.9,2199,2.76,61771.0
Forsyth,Missouri,Christian,Midwest,West North Central,36.732334,-93.106879,4522,33,5588,43,111,139,7,48,2938,2770,47.9,49.3,46.6,2447,2.24,30476.0
Fort Leonard Wood,Missouri,Pulaski,Midwest,West North Central,37.700396,-92.117963,11082,611,11212,2828,327,2200,197,707,4231,10828,21.2,21.4,21.1,1637,3.27,33891.0
Fortuna,Missouri,Moniteau,Midwest,West North Central,38.551853,-92.825205,646,0,662,10,4,13,1,11,357,322,31.1,27.3,34.3,216,3.14,35833.0
Foster,Missouri,Bates,Midwest,West North Central,38.171077,-94.552651,96,0,117,1,4,2,0,0,60,57,44.5,44.5,44.5,45,2.6,33333.0
Frankford,Missouri,Pike,Midwest,West North Central,39.493827,-91.293034,1054,7,1099,17,11,10,0,4,540,581,43.5,46.2,41.6,461,2.43,31042.0
Franklin,Missouri,Howard,Midwest,West North Central,39.05119,-92.84523,599,4,607,7,6,1,0,0,283,334,40.5,40.1,40.8,243,2.54,29632.0
Fredericktown,Missouri,Bollinger,Midwest,West North Central,37.536312,-90.329682,11599,48,11179,57,84,225,11,130,5825,5595,40.7,42.0,39.3,4553,2.47,26014.0
Freeburg,Missouri,Osage,Midwest,West North Central,38.361031,-91.91645,1263,2,1820,6,0,11,2,0,900,926,37.1,37.1,37.1,686,2.66,43424.0
Freeman,Missouri,Cass,Midwest,West North Central,38.616544,-94.486906,1207,9,1405,15,20,14,0,5,705,723,42.5,43.0,42.1,537,2.66,46893.0
Freistatt,Missouri,Lawrence,Midwest,West North Central,37.008095,-93.888318,159,0,144,0,8,16,0,8,78,81,46.1,50.5,42.6,80,1.99,0.0
Fremont,Missouri,Carter,Midwest,West North Central,36.907782,-91.162441,361,1,362,0,8,4,0,2,184,187,45.1,46.3,44.5,160,2.32,22857.0
French Village,Missouri,Saint Francois,Midwest,West North Central,37.990434,-90.369195,859,3,1043,8,9,8,2,3,506,558,48.4,47.9,48.7,457,2.33,37778.0
Friedheim,Missouri,Cape Girardeau,Midwest,West North Central,37.562879,-89.810738,482,0,469,0,1,0,0,0,227,242,37.7,37.6,37.8,175,2.68,39583.0
Frohna,Missouri,Perry,Midwest,West North Central,37.684382,-89.621372,828,1,1006,4,2,4,0,4,482,533,46.6,46.5,46.7,414,2.45,36510.0
Fulton,Missouri,Callaway,Midwest,West North Central,38.825875,-91.952928,18804,233,20366,1880,326,369,26,131,10545,11892,35.1,36.7,34.1,7765,2.4,36883.0
Gainesville,Missouri,Ozark,Midwest,West North Central,36.581203,-92.404958,2523,9,3141,10,60,27,3,10,1608,1578,47.2,48.4,46.0,1345,2.28,28563.0
Galena,Missouri,Barry,Midwest,West North Central,36.77062,-93.473036,4853,19,4868,14,95,74,0,20,2497,2432,46.7,47.0,46.1,1989,2.48,31260.0
Gallatin,Missouri,Daviess,Midwest,West North Central,39.892005,-93.948368,3408,6,3115,16,36,39,4,7,1612,1528,42.7,43.7,41.5,1260,2.47,32717.0
Galt,Missouri,Grundy,Midwest,West North Central,40.188934,-93.32668,575,3,640,7,11,16,3,12,328,338,43.2,41.8,44.0,271,2.46,28854.0
Garden City,Missouri,Bates,Midwest,West North Central,38.572983,-94.15553,3413,21,3834,38,65,60,3,11,1939,1971,38.9,39.0,38.8,1496,2.61,41333.0
Garrison,Missouri,Christian,Midwest,West North Central,36.8425,-93.002376,134,0,92,0,1,1,0,1,48,46,35.0,38.0,32.0,35,2.69,26250.0
Gatewood,Missouri,Ripley,Midwest,West North Central,36.572196,-91.068006,680,0,629,20,12,6,0,1,322,330,48.3,49.0,47.0,267,2.44,26696.0
Gentry,Missouri,Gentry,Midwest,West North Central,40.343076,-94.402582,182,0,217,0,1,0,1,0,110,107,39.1,38.0,40.5,83,2.61,18750.0
Gerald,Missouri,Franklin,Midwest,West North Central,38.421496,-91.300992,3035,14,3211,14,23,20,0,8,1621,1620,43.3,43.7,43.0,1309,2.45,40519.0
Gibbs,Missouri,Adair,Midwest,West North Central,40.080833,-92.430408,189,9,136,3,7,1,0,0,72,78,30.5,29.0,33.0,49,3.06,24659.0
Gibson,Missouri,Dunklin,Midwest,West North Central,36.440789,-90.036074,64,0,64,0,0,0,0,0,35,29,42.5,38.3,51.5,28,2.29,20313.0
Gideon,Missouri,New Madrid,Midwest,West North Central,36.449386,-89.89067,913,0,1581,9,12,11,0,2,830,762,39.5,41.6,37.7,613,2.49,25000.0
Gilliam,Missouri,Saline,Midwest,West North Central,39.259966,-92.959062,291,0,398,13,6,4,0,0,192,220,43.6,41.3,45.0,182,2.26,30563.0
Gilman City,Missouri,Daviess,Midwest,West North Central,40.191236,-93.820798,889,1,853,0,3,4,4,1,433,422,42.9,43.9,42.0,355,2.41,26953.0
Gipsy,Missouri,Bollinger,Midwest,West North Central,37.130131,-90.186858,85,0,43,0,0,0,0,0,21,22,60.5,60.5,54.0,19,2.26,14000.0
Glasgow,Missouri,Chariton,Midwest,West North Central,39.218385,-92.825054,1732,4,1711,106,11,19,0,5,932,878,42.9,44.3,41.5,742,2.38,31506.0
Glenallen,Missouri,Bollinger,Midwest,West North Central,37.265984,-90.103834,1113,0,1230,3,25,2,0,1,603,646,42.9,42.4,43.3,494,2.53,25000.0
Glencoe,Missouri,Saint Louis,Midwest,West North Central,38.587292,-90.66666,7053,195,6575,129,51,174,6,53,3392,3522,43.9,44.0,43.8,2400,2.88,97670.0
Glenwood,Missouri,Schuyler,Midwest,West North Central,40.510288,-92.631369,308,0,409,0,0,3,1,0,213,196,45.6,46.3,44.0,176,2.32,25114.0
Gobler,Missouri,Dunklin,Midwest,West North Central,36.139509,-89.953598,272,0,128,55,3,8,0,7,92,94,42.0,42.7,40.0,71,2.62,26964.0
Golden,Missouri,Barry,Midwest,West North Central,36.547383,-93.641652,1260,6,1105,4,25,18,1,6,549,582,58.5,58.2,58.7,540,2.09,29167.0
Golden City,Missouri,Barton,Midwest,West North Central,37.362619,-94.140158,1223,4,1451,10,33,49,3,26,727,766,42.0,42.6,41.3,624,2.38,26056.0
Goodman,Missouri,Mcdonald,Midwest,West North Central,36.724568,-94.386822,3152,33,3019,18,177,93,51,61,1605,1654,37.4,37.6,37.2,1207,2.69,26549.0
Gorin,Missouri,Knox,Midwest,West North Central,40.352528,-92.004011,290,3,348,0,1,0,0,0,178,174,36.3,37.0,35.3,137,2.57,22250.0
Gower,Missouri,Buchanan,Midwest,West North Central,39.603432,-94.611586,2356,18,2627,18,26,22,1,11,1332,1335,39.3,40.9,38.0,979,2.66,47564.0
Graff,Missouri,Wright,Midwest,West North Central,37.335684,-92.274318,227,0,182,0,0,2,0,0,98,84,46.5,46.0,49.5,76,2.39,17500.0
Graham,Missouri,Andrew,Midwest,West North Central,40.201682,-95.004475,306,0,366,2,0,0,0,0,179,189,48.1,49.8,45.3,166,2.22,31071.0
Grain Valley,Missouri,Jackson,Midwest,West North Central,38.98235,-94.212418,17205,185,15781,475,222,745,52,251,8397,8177,32.3,33.0,31.7,5919,2.79,54605.0
Granby,Missouri,Newton,Midwest,West North Central,36.908044,-94.249479,3904,94,4442,32,191,66,17,32,2361,2319,37.3,38.6,35.8,1741,2.66,30386.0
Grandin,Missouri,Carter,Midwest,West North Central,36.815911,-90.762946,508,0,913,2,7,13,0,0,462,453,39.9,41.5,39.2,354,2.58,21445.0
Grandview,Missouri,Jackson,Midwest,West North Central,38.876111,-94.52641,25567,396,12556,10657,434,2369,49,1424,12792,11630,33.7,35.3,32.1,9622,2.52,40003.0
Grant City,Missouri,Harrison,Midwest,West North Central,40.521228,-94.346218,1127,3,1445,4,6,14,0,10,757,702,48.2,50.6,45.7,638,2.21,28782.0
Gravois Mills,Missouri,Camden,Midwest,West North Central,38.26391,-92.854319,6111,21,4878,40,78,62,2,11,2508,2430,57.1,57.2,57.0,2331,2.09,32021.0
Gray Summit,Missouri,Franklin,Midwest,West North Central,38.495974,-90.829756,701,19,705,0,7,7,2,2,356,370,43.3,44.1,42.1,295,2.46,45515.0
Green Castle,Missouri,Adair,Midwest,West North Central,40.298826,-92.895186,768,0,810,4,8,9,0,4,419,399,44.2,43.6,44.9,344,2.38,24306.0
Green City,Missouri,Sullivan,Midwest,West North Central,40.254812,-92.940948,981,2,1073,6,15,53,1,27,557,554,45.2,46.3,44.0,502,2.21,25726.0
Green Ridge,Missouri,Johnson,Midwest,West North Central,38.613747,-93.418754,1506,9,1632,8,7,28,4,16,838,814,39.9,39.2,40.6,607,2.72,32656.0
Greenfield,Missouri,Dade,Midwest,West North Central,37.46201,-93.825673,2426,5,2508,20,63,43,6,11,1294,1268,47.6,48.8,46.5,1123,2.23,25903.0
Greentop,Missouri,Adair,Midwest,West North Central,40.345304,-92.518698,1444,8,1702,2,3,9,0,5,849,866,39.2,39.5,39.0,642,2.67,30481.0
Greenville,Missouri,Wayne,Midwest,West North Central,37.144877,-90.414424,1430,2,1834,9,31,16,0,0,922,922,46.6,47.6,45.3,753,2.38,24500.0
Greenwood,Missouri,Cass,Midwest,West North Central,38.846292,-94.284388,7719,63,7209,325,60,208,13,61,3837,3775,36.5,36.7,36.4,2676,2.84,65960.0
Grover,Missouri,Saint Louis,Midwest,West North Central,38.57176,-90.63189,8581,471,7931,167,41,163,4,42,4348,4164,38.3,38.9,37.6,2985,2.85,78767.0
Grovespring,Missouri,Laclede,Midwest,West North Central,37.425368,-92.551099,1292,5,1258,0,9,10,3,7,638,631,42.2,42.2,42.2,504,2.52,29076.0
Grubville,Missouri,Franklin,Midwest,West North Central,38.257302,-90.790084,427,2,524,5,10,1,7,0,260,274,42.8,42.3,43.0,206,2.59,57604.0
Guilford,Missouri,Nodaway,Midwest,West North Central,40.164571,-94.676629,244,0,328,0,1,0,0,0,160,169,43.2,42.3,44.1,128,2.57,32917.0
Hale,Missouri,Carroll,Midwest,West North Central,39.572284,-93.344296,964,1,1066,9,11,2,0,0,535,537,41.8,41.8,41.8,441,2.43,30417.0
Half Way,Missouri,Polk,Midwest,West North Central,37.643716,-93.256753,2456,9,2439,8,46,36,0,18,1211,1270,37.7,39.1,36.3,870,2.85,31705.0
Hallsville,Missouri,Boone,Midwest,West North Central,39.08802,-92.251442,3592,17,3676,36,38,49,1,20,1869,1862,38.7,39.7,37.1,1420,2.62,39022.0
Halltown,Missouri,Lawrence,Midwest,West North Central,37.193981,-93.627547,159,0,159,0,0,0,0,0,81,78,35.3,34.5,35.7,64,2.48,36875.0
Hamilton,Missouri,Caldwell,Midwest,West North Central,39.726826,-93.981579,2778,13,3005,11,19,25,1,8,1559,1465,40.1,41.8,38.6,1170,2.54,29688.0
Hannibal,Missouri,Marion,Midwest,West North Central,39.701072,-91.427715,21880,183,20448,1628,182,349,28,157,11459,10608,38.2,39.3,37.1,8729,2.4,31184.0
Hardin,Missouri,Carroll,Midwest,West North Central,39.333807,-93.833658,843,7,961,1,11,9,4,0,480,491,38.8,38.4,39.1,372,2.61,40217.0
Harris,Missouri,Mercer,Midwest,West North Central,40.29252,-93.324443,286,0,194,3,2,0,0,0,90,105,41.9,46.0,38.5,87,2.24,32656.0
Harrisburg,Missouri,Boone,Midwest,West North Central,39.130358,-92.437988,2060,10,1751,32,16,25,2,4,895,892,37.4,37.2,38.0,654,2.69,50430.0
Harrisonville,Missouri,Cass,Midwest,West North Central,38.623762,-94.317493,14305,115,13931,195,218,337,17,124,7438,6947,38.7,40.4,37.0,5458,2.55,44720.0
Hartsburg,Missouri,Boone,Midwest,West North Central,38.697608,-92.285838,2153,12,2287,26,15,34,1,8,1149,1179,45.6,45.7,45.4,927,2.51,55000.0
Hartshorn,Missouri,Shannon,Midwest,West North Central,37.292362,-91.702432,342,0,441,0,7,0,0,0,216,225,47.7,49.5,46.7,187,2.36,17639.0
Hartville,Missouri,Wright,Midwest,West North Central,37.329502,-92.534512,2745,8,3248,34,41,48,2,17,1676,1629,42.6,43.5,41.6,1314,2.46,25262.0
Harviell,Missouri,Butler,Midwest,West North Central,36.677378,-90.565212,1168,4,1143,19,15,1,0,2,574,589,40.9,43.2,38.6,470,2.47,28462.0
Harwood,Missouri,Vernon,Midwest,West North Central,37.949418,-94.118708,377,0,414,1,9,3,1,0,211,212,35.9,41.1,34.0,163,2.6,26176.0
Hatfield,Missouri,Harrison,Midwest,West North Central,40.521822,-94.141862,212,0,145,0,0,0,0,0,68,77,51.3,52.5,50.9,58,2.5,32500.0
Hawk Point,Missouri,Lincoln,Midwest,West North Central,38.980543,-91.141343,1570,9,1904,18,27,45,2,6,951,983,37.3,37.7,37.0,716,2.68,32500.0
Hayti,Missouri,Pemiscot,Midwest,West North Central,36.256451,-89.671212,4279,12,2152,2066,22,32,1,22,2258,1967,36.4,39.1,33.8,1738,2.4,16511.0
Hazelwood,Missouri,Saint Louis,Midwest,West North Central,38.792465,-90.387003,20071,343,12516,6762,183,637,24,340,10400,9202,35.5,37.1,33.6,8680,2.26,42004.0
Helena,Missouri,Andrew,Midwest,West North Central,39.929106,-94.65466,429,1,469,0,3,11,0,4,233,239,46.8,46.2,47.1,204,2.31,33088.0
Hematite,Missouri,Jefferson,Midwest,West North Central,38.2016,-90.4808,31,0,31,0,0,0,0,0,15,16,40.5,41.5,39.0,13,2.38,0.0
Henley,Missouri,Cole,Midwest,West North Central,38.372556,-92.31269,1211,2,1199,4,7,7,0,7,588,620,40.2,40.3,40.1,458,2.64,45417.0
Henrietta,Missouri,Ray,Midwest,West North Central,39.195995,-93.92989,186,0,365,21,3,17,0,1,169,220,37.1,37.3,36.0,116,2.66,32083.0
Herculaneum,Missouri,Jefferson,Midwest,West North Central,38.261521,-90.396292,3170,37,3248,85,20,27,0,7,1717,1640,37.9,39.8,36.1,1270,2.52,38419.0
Hermann,Missouri,Franklin,Midwest,West North Central,38.652924,-91.504868,5597,32,5653,43,31,60,5,25,2907,2818,46.7,47.2,46.0,2409,2.34,37877.0
Hermitage,Missouri,Hickory,Midwest,West North Central,37.902034,-93.275658,1546,6,1719,5,35,14,1,7,887,858,57.9,59.6,56.0,797,2.11,26316.0
Higbee,Missouri,Howard,Midwest,West North Central,39.266988,-92.557782,1619,3,1554,21,14,12,0,6,771,793,42.9,44.2,41.7,639,2.45,32027.0
Higginsville,Missouri,Johnson,Midwest,West North Central,39.047483,-93.667217,5941,35,5799,324,43,119,4,47,3159,2991,40.7,42.1,39.2,2485,2.39,34087.0
High Hill,Missouri,Montgomery,Midwest,West North Central,38.918534,-91.353768,465,7,545,8,8,9,0,1,279,283,44.9,45.5,43.9,229,2.45,36615.0
High Ridge,Missouri,Jefferson,Midwest,West North Central,38.474082,-90.537994,17087,171,15530,174,176,279,10,87,7946,7950,37.7,38.0,37.4,6012,2.63,51449.0
Highlandville,Missouri,Christian,Midwest,West North Central,36.914538,-93.274964,2066,2,2009,11,23,36,0,7,1028,1003,43.3,44.1,42.3,805,2.52,34280.0
Hillsboro,Missouri,Jefferson,Midwest,West North Central,38.263446,-90.57318,15666,55,15463,164,108,193,8,42,7700,8016,38.9,39.7,38.0,5667,2.69,46778.0
Holcomb,Missouri,Dunklin,Midwest,West North Central,36.389615,-89.997195,1188,8,1354,14,6,178,0,116,765,723,36.6,36.8,36.4,574,2.59,21275.0
Holden,Missouri,Johnson,Midwest,West North Central,38.740178,-94.008113,6635,29,6425,82,95,114,20,45,3309,3265,41.4,41.4,41.5,2550,2.56,37589.0
Holland,Missouri,Pemiscot,Midwest,West North Central,36.06678,-89.871232,244,1,231,0,4,17,0,16,109,135,41.0,43.5,38.5,104,2.35,30000.0
Holliday,Missouri,Monroe,Midwest,West North Central,39.4787,-92.14356,559,9,488,3,5,1,0,1,240,260,44.4,45.0,43.7,198,2.53,24306.0
Hollister,Missouri,Taney,Midwest,West North Central,36.569667,-93.209602,8347,79,8698,112,154,374,27,158,4652,4396,18.4,18.75,18.05,3394,1.16,13866.5
Holt,Missouri,Clay,Midwest,West North Central,39.439553,-94.356919,3993,16,4064,50,47,88,0,19,2030,2110,44.6,44.8,44.4,1535,2.7,57274.0
Holts Summit,Missouri,Callaway,Midwest,West North Central,38.622623,-92.088688,9524,60,9071,314,104,185,10,71,4796,4656,38.2,39.2,37.4,3707,2.55,42943.0
Hopkins,Missouri,Nodaway,Midwest,West North Central,40.538671,-94.821394,600,3,886,9,1,4,0,0,451,446,40.7,39.3,42.2,366,2.45,31833.0
Hornersville,Missouri,Dunklin,Midwest,West North Central,36.073132,-90.077088,843,2,1090,11,14,61,1,13,556,561,40.8,42.4,38.7,468,2.39,25227.0
House Springs,Missouri,Jefferson,Midwest,West North Central,38.399114,-90.591027,14409,119,14222,104,146,203,8,77,7229,7266,37.4,38.0,36.9,5283,2.74,46961.0
Houston,Missouri,Texas,Midwest,West North Central,37.31878,-91.968308,4823,19,4663,23,93,71,2,22,2509,2228,43.2,44.7,41.5,2001,2.3,24651.0
Houstonia,Missouri,Pettis,Midwest,West North Central,38.911304,-93.303406,628,3,753,4,6,11,0,0,369,390,41.6,43.3,40.3,286,2.65,33421.0
Huggins,Missouri,Texas,Midwest,West North Central,37.305834,-92.178382,176,0,183,3,3,1,0,1,97,89,47.5,43.5,51.3,77,2.42,28750.0
Hughesville,Missouri,Pettis,Midwest,West North Central,38.849497,-93.22103,949,12,910,0,2,22,3,13,458,477,37.2,38.4,35.3,326,2.87,40813.0
Humansville,Missouri,Cedar,Midwest,West North Central,37.774897,-93.554614,2526,9,2938,9,63,92,1,34,1531,1460,43.1,43.9,42.4,1072,2.64,24936.0
Hume,Missouri,Bates,Midwest,West North Central,38.029866,-94.528158,704,3,721,4,13,18,0,2,359,376,37.5,38.5,35.8,277,2.65,30000.0
